latitude,longitude,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
-66.3104,-108.5282,3,180.68,0.04,16.19,34.42,2.1,11.03,7.9,0.2
33.0675,169.5583,4,186.28,0.03,6.18,28.52,0.91,23.94,16.83,0.16
52.6198,-84.128,2,206.19,0.05,18.74,52.87,0.44,16.85,20.19,0.08
44.2735,143.6623,5,119.98,0.08,14.91,11.95,0.89,14.08,26.07,0.19
-89.0003,7.9641,5,228.24,0.08,17.47,37.09,2.62,11.87,8.56,0.14
45.1284,-155.7623,4,318.12,0.07,4.66,20.29,1.08,16.91,22.79,0.08
-32.5798,-130.1839,5,282.58,0.07,3.17,28.25,2.43,12.54,28.24,0.1
-83.8716,52.1593,3,320.69,0.06,9.18,11.8,2.98,18.69,28.21,0.07
-50.6725,-175.4469,2,303.19,0.02,12.08,32.86,0.52,15.16,9.77,0.19
36.1545,149.3793,5,107.1,0.07,14.86,27.07,2.78,6.31,18.21,0.18
-74.649,169.8274,1,395.0,0.07,5.46,58.91,2.61,13.26,7.16,0.15
6.3283,150.5106,4,136.61,0.07,1.0,17.73,2.68,19.71,9.31,0.16
81.1031,135.6166,4,136.39,0.02,15.27,53.65,0.26,23.15,23.21,0.08
24.6863,46.4184,2,196.89,0.08,16.84,39.23,0.32,6.41,29.82,0.17
83.8687,123.5492,3,279.01,0.03,18.37,30.64,2.08,8.87,16.02,0.06
-73.1095,179.3227,3,333.32,0.07,3.56,41.23,0.5,9.9,27.14,0.13
24.0905,-60.9173,2,250.6,0.05,18.54,10.48,0.12,21.89,15.32,0.19
-67.438,164.3155,2,171.6,0.09,7.51,16.81,1.02,9.41,18.35,0.2
5.1745,68.3225,3,220.97,0.08,18.45,54.07,0.3,11.87,23.25,0.19
64.8515,-101.8883,5,258.71,0.06,15.16,58.55,2.81,23.81,16.07,0.1
14.1159,-27.4674,3,302.03,0.02,11.87,40.78,2.99,15.65,17.86,0.03
86.816,74.464,1,155.06,0.06,6.01,57.25,0.67,9.91,25.91,0.11
-4.6482,-14.2926,4,141.85,0.05,6.65,36.48,0.79,12.81,20.33,0.1
-10.1828,167.7925,1,245.94,0.07,7.29,23.03,0.68,17.16,29.24,0.14
-1.509,120.306,2,260.17,0.01,7.38,24.2,0.93,8.19,21.39,0.14
-25.3989,-156.2889,3,101.63,0.03,6.5,37.54,0.3,9.13,15.58,0.13
79.2979,-23.6421,3,147.97,0.05,3.01,14.91,1.64,19.5,28.64,0.08
-24.3116,52.2179,3,298.9,0.01,14.72,55.48,1.87,5.22,15.06,0.12
-10.2482,-152.9147,1,260.47,0.08,11.44,47.05,0.64,10.21,15.99,0.09
60.8475,-32.1956,3,166.54,0.07,10.24,26.1,2.36,14.17,20.35,0.12
-6.2219,69.3255,5,162.86,0.02,9.48,58.52,2.4,9.32,18.47,0.18
68.6736,-166.0657,4,379.69,0.05,10.13,30.31,1.48,17.06,26.52,0.09
73.391,70.8435,1,366.91,0.07,16.43,27.94,1.94,5.31,6.84,0.19
-48.362,103.5407,5,231.28,0.06,8.64,47.2,2.64,21.21,6.75,0.09
21.3053,132.4774,1,129.96,0.06,11.83,19.65,1.87,7.39,12.32,0.17
60.6458,25.2281,5,179.09,0.04,2.8,59.47,1.79,18.05,8.83,0.01
62.6026,117.4614,1,202.58,0.06,4.93,15.25,0.93,17.33,8.34,0.07
-4.8631,-143.4389,4,150.6,0.03,13.06,34.16,1.08,5.66,20.84,0.13
-13.9474,112.4397,5,108.18,0.06,4.23,34.98,1.12,24.63,6.2,0.18
-5.7699,74.1376,5,270.97,0.06,1.38,51.13,2.97,14.56,6.49,0.06
-28.514,-52.8634,4,240.91,0.05,6.6,43.03,1.56,11.72,26.02,0.17
14.8346,60.44,1,386.86,0.04,13.7,42.6,1.83,24.27,29.36,0.12
-27.8438,-88.2148,3,211.76,0.01,6.49,53.12,2.95,11.0,16.86,0.19
-9.8398,-148.3018,1,258.21,0.07,19.23,34.95,2.54,12.54,7.1,0.04
-3.5702,-24.0898,1,189.15,0.04,9.43,48.63,2.95,19.61,20.4,0.03
-59.8417,152.4541,3,251.6,0.02,8.91,58.32,1.12,24.29,11.29,0.01
-77.0218,24.4652,3,249.58,0.06,16.99,32.83,2.77,17.17,23.51,0.14
67.1426,112.2266,3,185.03,0.07,12.37,37.92,0.49,14.12,23.4,0.02
40.7108,179.6538,3,187.5,0.09,13.31,58.96,1.09,17.58,11.72,0.12
-10.7738,155.9709,2,109.54,0.03,18.25,58.45,0.27,14.67,26.2,0.12
-61.9484,38.0497,2,202.78,0.09,14.32,18.73,2.43,12.43,6.44,0.09
2.028,11.9222,2,241.18,0.09,2.78,52.82,2.86,19.6,23.08,0.11
49.3064,-125.4072,3,352.12,0.02,11.06,26.29,1.76,22.07,17.82,0.04
0.3283,-115.4381,4,258.95,0.09,10.97,51.64,1.42,19.62,20.26,0.01
-20.5109,38.3573,3,371.94,0.07,12.11,21.9,2.29,18.65,27.58,0.09
5.64,-67.146,3,297.61,0.07,2.84,44.97,1.2,16.81,26.87,0.13
-64.1709,124.5784,4,224.61,0.08,3.13,48.89,0.93,23.16,27.21,0.14
-2.7909,-178.6076,4,183.78,0.01,9.11,13.56,0.83,12.91,10.09,0.09
-37.6928,-168.0639,5,101.7,0.05,14.81,58.88,1.12,21.66,23.1,0.12
-51.0868,-48.8495,1,298.68,0.05,17.61,38.14,0.58,14.01,10.11,0.11
-36.1868,108.4228,4,109.64,0.09,11.57,19.53,0.72,17.38,28.33,0.19
23.6382,-4.3096,4,216.64,0.07,19.99,57.15,1.79,11.29,11.73,0.08
74.113,-79.4841,3,356.85,0.09,8.3,59.89,2.79,20.96,15.48,0.1
-84.9755,152.2791,2,394.56,0.01,14.33,51.59,2.02,12.95,9.08,0.1
25.313,102.6158,3,124.46,0.06,8.53,46.44,1.59,24.86,9.04,0.18
72.4459,-25.7168,5,165.4,0.02,13.76,25.89,1.62,8.53,17.67,0.13
-80.0002,116.4092,4,179.51,0.07,3.68,49.32,0.5,23.73,7.3,0.1
-78.4814,27.6868,3,128.3,0.09,17.74,31.68,1.13,24.83,25.01,0.04
18.6909,175.5074,4,197.36,0.09,17.36,28.86,2.99,19.1,9.46,0.09
41.9488,-12.8506,1,359.11,0.09,6.18,52.39,1.05,8.6,10.57,0.04
63.7825,26.5311,5,247.66,0.01,3.44,31.37,2.51,19.16,15.73,0.02
-87.2679,-148.1472,3,247.83,0.01,3.93,39.14,1.92,9.95,9.9,0.12
-81.2416,161.1533,5,352.53,0.02,1.45,50.51,0.23,23.25,6.47,0.06
33.6446,-122.8853,4,161.7,0.02,5.79,28.17,1.46,13.4,20.71,0.04
-32.9554,137.6549,1,282.64,0.04,1.04,50.29,1.36,13.97,10.37,0.07
7.241,27.5283,1,172.25,0.04,19.03,28.56,2.67,22.47,23.32,0.15
22.1637,-117.1502,3,324.1,0.07,15.11,19.7,0.16,14.56,10.47,0.18
40.1,-131.5722,5,226.74,0.03,6.45,41.81,1.17,17.09,11.45,0.03
-89.8858,35.31,4,128.89,0.03,19.18,16.37,0.57,11.23,24.9,0.11
-35.2742,120.3878,4,257.28,0.06,14.8,57.25,0.84,14.37,17.09,0.02
13.8748,-127.4363,3,361.72,0.09,17.58,14.51,1.17,19.72,25.45,0.08
-87.9934,-96.1512,3,377.88,0.03,4.69,30.15,2.73,14.38,26.0,0.2
1.8825,-2.2207,2,201.98,0.08,2.01,54.11,2.08,11.3,25.31,0.08
27.9424,-26.7485,3,325.1,0.06,14.91,24.09,0.26,11.16,11.07,0.18
0.63,142.2841,3,272.88,0.03,15.07,29.51,0.9,17.25,19.25,0.15
15.899,-111.7794,2,296.34,0.05,5.45,33.71,2.27,11.11,17.54,0.02
88.9546,92.1404,3,299.8,0.08,16.55,36.91,0.6,13.01,11.32,0.12
-47.0335,20.4847,4,115.97,0.06,18.59,50.13,0.28,5.44,18.82,0.17
45.8326,-174.7075,5,172.91,0.09,18.67,25.47,1.21,19.92,24.24,0.2
39.7312,179.6137,3,382.56,0.03,8.77,53.51,1.38,16.92,9.93,0.15
-81.8495,-123.7929,2,381.03,0.06,19.69,56.15,2.91,6.34,14.7,0.13
-68.4128,170.7098,1,323.0,0.05,18.67,21.58,2.7,15.1,25.92,0.06
75.3971,-1.3568,2,285.75,0.07,2.56,57.63,0.16,6.19,23.64,0.19
-76.234,-57.9865,4,369.41,0.06,4.79,47.65,1.53,5.77,10.45,0.18
-46.9753,-42.9336,3,116.21,0.09,16.9,27.5,0.49,20.79,26.22,0.17
-39.8275,141.032,1,238.1,0.08,17.85,37.07,1.79,8.25,23.87,0.08
-61.5983,-178.8436,3,395.54,0.03,5.47,26.02,0.64,21.64,18.63,0.03
61.4628,-99.5461,3,205.46,0.02,17.2,30.44,0.45,14.57,9.08,0.15
-63.1338,173.4235,2,132.62,0.01,4.3,24.66,1.52,20.05,12.94,0.03
87.6914,59.962,2,198.2,0.01,17.21,19.06,2.05,16.08,6.84,0.04
-63.9472,81.0245,4,239.77,0.04,10.03,20.48,0.28,24.44,11.19,0.13
-86.0639,140.42,4,314.62,0.08,6.12,53.33,1.31,8.19,7.7,0.14
-84.1825,150.9759,5,321.19,0.09,14.54,58.06,1.76,16.15,24.1,0.08
65.6754,157.9113,4,164.7,0.01,19.86,12.91,0.96,6.47,15.1,0.03
77.1134,-88.5633,1,285.41,0.04,18.75,10.28,2.32,19.59,27.48,0.13
-14.7425,68.4403,4,291.75,0.08,6.12,34.41,1.88,23.22,21.16,0.17
-70.8516,86.9357,1,184.38,0.06,13.62,54.96,1.84,5.86,15.72,0.19
-30.2086,98.7913,3,105.9,0.02,2.3,43.47,0.81,16.7,6.7,0.11
17.5973,-99.004,4,266.28,0.08,17.93,40.72,0.48,18.54,8.1,0.2
78.5551,-93.0634,1,230.0,0.05,5.24,47.81,2.13,17.77,16.66,0.06
73.7549,-0.8624,2,196.59,0.04,1.03,30.38,2.75,22.51,24.55,0.04
-23.7515,-114.648,2,307.85,0.09,6.97,16.28,0.41,5.97,19.38,0.04
83.0439,-55.3231,1,305.94,0.05,4.48,15.1,1.72,9.48,25.54,0.14
-59.0232,-78.416,4,315.58,0.09,19.36,41.84,0.16,12.98,26.23,0.14
43.3931,-108.635,4,278.4,0.07,16.32,58.89,0.95,19.76,16.47,0.07
-20.8004,-93.6406,3,330.52,0.05,17.52,49.06,2.29,17.54,19.24,0.14
-89.5907,-53.1354,4,140.57,0.06,18.48,10.86,0.22,22.79,23.22,0.16
-15.329,32.0054,5,364.42,0.1,16.18,16.31,2.66,15.61,7.89,0.08
60.2888,73.1748,3,269.04,0.04,7.24,30.99,2.38,19.37,17.24,0.05
-55.8055,14.5502,1,306.04,0.07,9.51,54.39,1.3,11.74,26.99,0.05
78.3589,31.7228,5,174.62,0.06,17.96,25.87,2.18,19.96,26.8,0.09
65.2302,-84.686,1,192.11,0.05,2.45,53.09,1.53,14.6,15.27,0.18
-58.0127,-179.4231,4,118.6,0.09,18.9,48.56,0.74,17.23,14.22,0.11
81.5542,126.1493,3,164.64,0.08,9.73,49.14,0.84,7.61,8.2,0.06
20.0131,-154.5655,3,200.87,0.08,9.8,29.26,0.62,24.32,7.81,0.03
-55.8007,28.4576,3,239.88,0.09,11.54,42.52,0.68,5.33,14.77,0.11
67.1758,71.6824,4,280.2,0.04,10.83,39.16,2.85,17.67,18.97,0.11
-34.1908,-157.6823,1,120.18,0.07,1.81,25.48,1.21,9.15,10.14,0.12
15.6247,141.7144,5,175.16,0.04,16.4,10.15,0.38,18.4,23.37,0.06
77.9214,61.3316,1,194.24,0.03,3.44,37.37,0.63,20.64,19.51,0.17
-0.7539,-15.8503,3,226.89,0.09,8.81,37.6,2.79,9.28,19.22,0.05
-67.5545,79.69,1,104.41,0.04,5.66,15.95,2.07,11.21,15.25,0.17
22.2807,-55.735,1,314.69,0.09,3.84,41.76,2.18,9.35,26.9,0.14
-3.2635,162.446,1,387.32,0.02,10.71,29.56,0.31,23.19,11.02,0.17
-58.893,149.5108,5,323.04,0.04,6.47,35.8,1.54,16.86,10.78,0.07
15.8588,-17.2488,4,157.15,0.07,8.37,35.95,2.26,16.97,21.85,0.13
-4.2432,-150.7723,4,137.98,0.07,1.84,27.46,0.94,5.34,22.59,0.05
-76.1477,-168.4819,4,307.1,0.02,12.67,55.34,2.8,16.67,29.04,0.1
-35.6793,-129.0435,5,330.35,0.04,5.41,27.4,0.86,17.85,25.6,0.13
-51.7737,-87.8385,5,144.16,0.06,6.59,20.32,2.8,15.49,18.41,0.05
-59.854,134.1052,1,336.05,0.05,3.11,24.97,0.92,15.61,27.62,0.03
-55.9098,43.5462,4,336.26,0.08,10.45,44.43,2.83,12.29,6.98,0.1
-77.6929,106.3076,3,330.14,0.02,5.28,14.07,0.31,11.85,25.89,0.09
-31.1221,139.0121,5,378.46,0.08,9.28,54.84,1.89,5.79,17.21,0.09
-38.3142,-2.4449,1,343.53,0.08,11.78,24.75,1.82,21.32,12.64,0.09
-64.9101,-25.2151,1,120.14,0.05,16.86,34.27,2.98,5.59,9.26,0.07
-27.9431,30.1518,5,291.77,0.06,3.38,57.67,0.99,16.02,25.7,0.03
0.6014,17.2029,1,180.3,0.02,10.62,28.89,0.2,8.54,14.63,0.03
73.8315,96.3197,5,322.46,0.06,6.2,23.55,2.32,7.31,11.98,0.03
-33.4531,-81.8933,5,232.31,0.06,1.63,49.38,0.55,11.76,20.27,0.08
-11.8643,-1.3002,2,185.5,0.09,12.89,27.84,0.16,16.86,29.29,0.14
-80.714,-27.3442,4,251.41,0.02,7.73,42.48,0.23,18.97,8.82,0.04
44.8806,-151.4224,4,225.51,0.07,12.0,43.71,0.23,13.02,25.49,0.06
-43.7306,-165.1252,3,209.41,0.07,5.26,22.3,2.7,10.36,27.6,0.05
-57.0304,-46.7962,5,129.19,0.05,16.84,31.36,2.48,22.3,10.82,0.14
-40.1596,77.8762,4,371.19,0.09,9.42,11.47,2.87,6.91,7.01,0.18
-80.136,159.3741,3,329.28,0.04,1.53,22.57,0.59,10.7,15.13,0.14
-1.1578,-104.2431,2,229.12,0.02,10.51,20.06,1.22,15.73,11.19,0.17
-44.1231,-159.3254,3,358.69,0.1,19.99,29.54,0.62,8.21,13.15,0.18
63.0298,54.3747,1,316.17,0.05,3.35,33.5,2.31,15.82,15.18,0.02
75.099,-128.7102,4,281.25,0.09,6.74,12.33,2.7,23.63,8.12,0.1
-73.2493,-143.3106,3,321.66,0.03,16.93,23.16,0.46,19.3,20.05,0.11
-17.0045,90.8872,2,313.37,0.07,13.18,26.18,2.15,17.96,11.51,0.15
-25.545,-101.7456,3,381.45,0.06,19.77,23.51,1.35,16.26,26.84,0.17
-55.8476,-86.0449,3,229.06,0.09,16.68,19.09,0.99,21.82,9.07,0.15
34.8487,-83.4582,3,388.93,0.08,9.14,41.73,0.88,14.25,19.89,0.11
-44.5873,-93.1329,5,103.9,0.03,3.18,20.29,0.56,16.53,6.21,0.14
-80.2786,-46.4253,5,337.98,0.08,5.82,48.66,2.39,22.67,21.38,0.09
-29.7701,-35.5107,5,334.82,0.09,14.51,14.18,1.27,6.9,26.1,0.03
61.1785,-144.9695,2,315.72,0.06,7.41,38.47,1.71,23.01,22.7,0.03
70.4164,37.3798,5,132.1,0.03,19.75,37.66,1.54,12.39,26.04,0.01
-67.9149,32.1186,3,222.16,0.09,17.15,47.73,0.68,15.73,10.04,0.18
-45.6192,60.6648,4,327.73,0.04,6.02,29.06,0.27,23.99,25.85,0.14
-59.9165,32.5194,4,179.37,0.07,3.79,33.49,2.65,5.33,12.73,0.01
-38.2255,-27.2455,4,150.73,0.03,10.66,52.07,2.44,17.34,18.31,0.13
25.4178,-66.6846,4,223.18,0.04,11.36,36.33,2.34,19.55,9.29,0.16
17.4589,-85.6737,4,212.43,0.06,8.01,48.44,2.83,23.89,28.12,0.06
-10.7519,-176.1627,4,142.01,0.08,17.82,34.23,2.0,14.39,21.98,0.1
73.5522,-100.2926,1,155.66,0.01,19.92,49.12,0.41,9.11,6.42,0.08
35.8058,-11.7149,1,348.78,0.09,2.02,47.32,0.63,20.67,8.52,0.11
18.6811,71.0347,2,380.5,0.04,11.33,11.01,2.25,17.61,25.72,0.11
9.7063,-5.2493,4,200.57,0.02,7.43,30.76,2.66,11.72,19.71,0.03
-67.4437,-145.5041,5,128.31,0.02,16.27,28.33,1.34,7.64,25.51,0.12
79.0164,-150.2907,1,323.96,0.07,14.73,27.78,0.39,12.05,16.32,0.13
-62.7175,61.1753,2,159.76,0.07,17.22,54.18,0.9,24.18,21.84,0.02
-52.464,118.5705,5,288.01,0.04,11.81,31.01,2.1,20.04,6.16,0.06
-17.7766,17.4133,4,344.39,0.03,2.88,54.64,2.68,15.91,12.79,0.08
21.0349,81.4462,2,153.57,0.02,11.5,35.73,0.73,6.52,20.16,0.03
-36.5114,157.7292,5,198.86,0.07,1.23,29.92,2.42,7.18,16.14,0.11
28.0325,-119.3288,1,216.29,0.03,7.95,58.03,1.52,17.18,23.58,0.04
-21.2573,-148.5635,1,332.24,0.05,11.08,46.95,0.18,17.91,20.58,0.08
13.1634,163.6207,2,351.25,0.04,15.72,41.92,0.23,13.67,28.41,0.05
35.5505,-117.2875,2,360.37,0.08,10.68,58.67,0.82,15.07,25.4,0.15
-0.4214,-141.6087,3,122.22,0.05,14.11,59.05,2.31,13.01,15.74,0.09
-24.6412,2.7876,5,261.99,0.02,16.16,20.25,2.18,20.76,12.75,0.18
-48.9388,62.7901,2,155.93,0.08,4.59,26.38,2.71,24.01,12.82,0.16
-5.6523,-99.4317,1,349.9,0.04,16.22,54.04,2.44,15.39,19.6,0.02
4.5983,100.2611,3,190.99,0.04,16.67,58.38,0.61,18.5,7.17,0.06
76.7834,63.4725,4,298.48,0.07,1.82,32.91,0.93,12.93,23.55,0.05
78.4532,-60.952,5,259.41,0.09,18.32,54.04,2.52,15.16,26.21,0.1
-41.5998,100.0579,1,317.58,0.04,11.54,52.04,2.96,8.54,6.78,0.03
23.3953,32.9059,3,341.73,0.07,9.18,12.94,0.4,12.92,22.04,0.13
-36.8281,74.4463,2,182.59,0.09,2.95,26.81,2.43,10.68,25.53,0.08
34.9183,11.4138,1,290.65,0.05,15.78,52.45,2.77,16.25,20.51,0.15
-76.1375,175.3804,2,337.23,0.08,9.03,43.38,2.35,10.5,20.0,0.11
-4.8298,49.4568,2,233.94,0.05,17.12,43.15,2.86,7.37,25.15,0.05
23.1377,77.73,2,329.03,0.03,17.45,11.48,0.63,13.64,8.84,0.07
6.4476,134.6052,1,103.25,0.02,13.33,33.67,2.88,20.58,24.63,0.18
-74.8124,154.9053,5,283.16,0.07,11.21,28.37,0.17,5.08,12.01,0.06
60.4822,-169.0598,3,276.66,0.07,15.42,18.69,2.63,8.79,22.01,0.16
4.0839,162.3143,5,275.35,0.07,17.8,50.03,2.29,9.45,12.96,0.12
-14.3556,-81.7732,3,309.26,0.02,1.3,11.83,0.56,6.85,20.45,0.05
48.5533,-57.7373,4,108.76,0.05,17.99,51.61,0.25,15.97,18.87,0.05
-84.6393,-119.3301,4,373.62,0.09,14.97,56.86,2.22,6.27,12.49,0.19
-32.1729,8.912,5,236.21,0.08,13.74,23.25,1.8,14.65,16.66,0.1
-29.1177,163.8571,5,323.32,0.07,7.47,42.89,1.82,8.81,20.84,0.18
52.2147,145.2432,5,133.14,0.06,17.52,22.03,1.03,18.87,17.15,0.04
70.3171,103.1518,1,272.34,0.03,9.58,21.9,1.75,7.62,26.88,0.12
-36.9083,-56.2227,3,109.26,0.04,2.03,35.57,0.39,15.88,24.64,0.12
35.3293,88.8351,3,143.62,0.02,7.97,45.41,1.2,13.0,24.94,0.02
-47.2354,50.6908,4,230.44,0.01,16.13,48.37,0.99,23.11,6.46,0.06
15.8719,3.7546,4,280.78,0.08,17.1,15.14,1.72,22.57,19.01,0.1
51.8435,-9.5253,4,134.54,0.07,15.4,39.05,1.19,13.81,6.49,0.13
-17.5657,-57.6584,2,129.24,0.08,14.23,19.0,0.47,10.86,6.04,0.13
-42.8763,-0.904,4,239.17,0.02,3.8,30.74,2.38,17.22,28.69,0.1
6.2027,-172.7649,5,393.23,0.06,7.39,36.11,0.83,20.76,25.95,0.13
-86.3887,-84.4133,4,255.75,0.05,17.89,57.35,2.58,16.41,14.45,0.15
53.079,14.1645,1,255.09,0.02,17.46,38.77,1.75,9.4,16.9,0.02
-45.9467,168.5113,5,274.74,0.07,4.27,44.53,0.95,22.31,10.49,0.1
-37.1326,44.4773,2,129.75,0.09,7.7,52.95,0.42,21.04,24.63,0.18
81.814,-178.1214,3,373.57,0.02,13.47,54.92,2.11,15.79,29.36,0.17
-11.6433,-102.821,5,205.35,0.1,3.31,51.93,2.93,9.5,19.24,0.08
38.6609,-59.1814,4,215.31,0.06,16.51,54.06,2.02,13.2,21.48,0.08
-38.6561,165.3681,2,112.5,0.06,11.65,33.98,0.92,24.72,23.85,0.1
-88.0112,21.3783,4,177.83,0.07,7.69,45.05,0.99,22.06,10.5,0.16
27.3568,97.2692,1,326.4,0.06,4.07,59.56,2.01,15.29,28.03,0.03
-12.8981,113.6833,1,369.07,0.04,18.87,46.0,2.93,24.22,11.51,0.04
-44.5331,59.4951,1,367.21,0.05,9.58,39.49,1.27,21.55,25.15,0.17
-83.5916,-24.0382,3,370.66,0.02,3.44,53.49,0.74,19.28,14.07,0.03
71.1195,30.2577,2,390.2,0.02,6.07,48.83,2.44,7.07,6.52,0.05
-14.6232,30.7927,5,127.92,0.01,7.59,46.69,2.54,20.69,14.03,0.08
80.3745,36.6162,2,205.79,0.04,3.85,48.84,1.94,5.09,6.82,0.07
1.1023,58.7329,5,282.7,0.08,13.08,37.57,0.88,8.56,16.69,0.02
38.7016,139.6778,2,168.66,0.08,16.86,18.25,2.88,5.94,23.44,0.09
-81.7768,-78.328,1,370.6,0.02,4.1,51.71,1.59,8.53,15.73,0.18
-48.6038,-58.7476,1,360.06,0.01,13.46,41.99,1.68,8.17,19.38,0.19
-76.137,-45.04,4,279.45,0.02,16.76,42.04,2.82,5.02,22.3,0.14
-29.6036,-112.3063,3,120.76,0.1,12.09,40.9,0.45,15.15,13.4,0.09
23.4368,-179.7129,2,349.02,0.07,4.94,52.37,1.97,9.4,9.13,0.1
-87.6358,90.3351,2,232.71,0.06,18.48,48.71,1.53,23.82,25.99,0.15
-1.1575,-109.0595,4,287.85,0.03,5.42,58.61,2.57,14.19,17.45,0.05
14.207,167.6591,1,225.97,0.02,10.21,13.66,0.25,8.21,26.87,0.02
-32.8193,-52.8418,1,276.31,0.05,3.27,18.7,2.48,12.11,11.48,0.02
-47.3315,-24.6579,4,319.65,0.03,13.03,22.72,2.73,16.13,10.04,0.06
-42.3675,57.6034,4,181.12,0.05,12.61,53.88,1.76,11.92,13.18,0.2
56.3389,129.462,5,308.27,0.01,8.14,53.89,2.71,22.01,29.64,0.09
-62.6005,-62.2945,1,353.63,0.02,19.46,30.45,2.41,17.43,18.32,0.17
15.8655,-160.7305,1,337.26,0.06,17.55,56.69,1.06,11.69,21.94,0.1
-86.0641,-28.3424,2,305.05,0.06,2.52,57.05,2.96,16.78,6.28,0.12
-53.3935,21.9893,1,227.21,0.01,6.14,51.85,2.16,9.64,9.34,0.14
54.8872,-81.3755,3,209.29,0.06,18.38,25.58,1.5,20.46,18.42,0.17
22.4756,166.2372,4,371.97,0.07,7.47,52.55,2.8,7.2,26.55,0.12
-29.2545,47.0146,2,394.55,0.06,1.92,42.01,0.78,16.97,22.01,0.05
30.1678,-81.2917,2,203.75,0.06,17.63,30.87,2.41,10.08,16.55,0.18
64.2168,5.8157,4,238.63,0.07,19.56,41.97,0.14,20.02,14.72,0.17
10.1284,-177.5985,2,184.76,0.02,18.59,31.39,1.16,7.02,24.01,0.14
86.8353,29.8201,1,233.3,0.09,16.21,50.91,1.71,9.44,28.72,0.04
55.5489,159.8515,2,236.35,0.05,14.92,54.54,0.57,20.19,25.75,0.18
15.3145,-172.2243,4,393.68,0.08,11.16,10.73,1.25,22.35,12.77,0.14
-43.2235,15.9472,3,389.53,0.03,12.66,15.5,1.89,18.76,26.91,0.02
57.0983,-49.3676,5,310.8,0.08,2.15,15.71,0.67,10.73,28.28,0.04
-61.8372,-123.8031,4,219.95,0.05,5.32,41.73,2.52,13.29,29.7,0.16
29.3992,-124.8307,5,304.4,0.04,10.44,40.85,2.99,8.75,10.89,0.13
18.0611,-87.8164,2,148.8,0.04,8.49,59.23,2.98,24.22,9.38,0.18
-26.4649,81.6328,3,183.17,0.04,7.5,39.49,0.71,12.6,15.99,0.13
78.1993,55.2165,1,151.39,0.05,2.33,21.31,1.8,14.0,18.16,0.06
74.5297,-158.9883,3,162.91,0.02,3.37,36.61,2.28,18.67,24.72,0.1
55.8965,90.1649,2,102.25,0.08,15.84,39.92,1.85,17.25,12.21,0.02
-65.3186,112.461,4,318.55,0.02,4.36,53.74,0.76,22.47,10.86,0.19
-2.421,-179.9573,2,107.33,0.1,4.32,37.83,1.7,23.63,23.84,0.16
42.9779,95.0732,2,180.71,0.06,7.39,59.56,1.34,21.63,27.1,0.13
83.2803,101.8076,2,261.8,0.07,8.41,19.88,1.44,12.41,13.37,0.08
-23.0595,135.2247,4,223.39,0.06,2.77,12.93,1.38,15.76,26.19,0.19
51.1773,-88.6564,5,189.14,0.04,1.8,30.11,0.57,20.05,12.73,0.04
-84.5083,-53.2461,4,309.22,0.03,7.45,56.75,2.04,23.66,27.41,0.13
13.5045,165.3368,4,200.27,0.07,17.37,34.59,1.1,17.53,18.08,0.14
68.4186,52.2939,2,391.21,0.05,7.79,11.95,0.91,10.6,8.68,0.03
-57.2343,-94.7474,2,277.9,0.04,10.4,11.1,2.37,9.81,16.77,0.13
40.9188,-144.0966,1,307.51,0.05,18.45,19.43,1.48,19.02,11.08,0.11
31.6161,-133.3096,1,377.97,0.07,1.33,16.15,2.38,17.14,17.06,0.03
14.6418,-87.8011,2,217.72,0.06,13.97,22.41,2.69,21.66,19.1,0.15
81.7805,-0.972,4,317.08,0.07,14.45,14.97,2.58,24.29,12.66,0.02
-89.6939,35.8509,2,336.82,0.05,9.83,24.52,0.26,8.4,25.51,0.09
54.8383,92.3461,5,259.77,0.03,12.21,17.68,0.76,14.49,29.46,0.12
-85.2588,-53.044,3,368.22,0.1,15.25,52.98,1.87,22.27,7.43,0.1
34.5801,124.1028,1,162.98,0.04,9.26,14.18,2.01,16.13,13.97,0.17
-30.6484,95.0099,1,369.63,0.08,6.08,36.4,2.92,8.37,15.54,0.05
-4.5175,-132.0246,1,266.99,0.02,17.23,47.26,2.01,24.76,29.83,0.16
-10.2118,58.0168,1,203.68,0.08,18.04,40.5,1.87,23.1,22.91,0.2
6.0404,28.4701,4,154.97,0.08,17.28,26.21,2.38,23.38,21.06,0.16
5.0514,76.5056,1,323.83,0.08,8.9,37.24,1.75,24.47,27.44,0.16
46.9522,-63.386,2,101.49,0.07,1.76,10.94,2.05,9.12,11.02,0.03
-71.2667,122.1133,1,112.61,0.01,4.14,39.18,0.49,15.54,9.21,0.1
-52.0773,-147.4622,1,240.79,0.04,2.53,20.89,1.71,15.63,29.5,0.14
40.0533,19.236,4,124.23,0.07,3.82,41.88,1.57,7.34,27.86,0.16
72.874,-43.5698,5,345.41,0.04,13.65,20.41,3.0,19.01,21.14,0.19
65.1467,-62.7057,5,101.26,0.06,14.76,47.11,2.19,5.23,6.05,0.1
20.563,-116.6245,2,291.34,0.03,19.21,24.13,2.19,22.45,12.45,0.11
-39.4109,-93.9635,5,210.86,0.01,5.26,46.38,1.21,14.68,7.97,0.15
12.1467,-71.4346,1,395.81,0.09,2.01,21.94,1.58,13.76,29.32,0.12
-71.7718,-165.7082,2,159.39,0.08,19.83,20.72,2.43,13.6,19.63,0.19
